Usia,Jenis_Kelamin,Status_Perkawinan,Jumlah_Anak,Pendidikan,Produk_Tabungan,Produk_Deposito,Produk_Kartu_Kredit,Pendapatan,Riwayat_Transaksi,Saldo_Rata_rata,Jalur_Pembukaan
56,Perempuan,Menikah,2,Sarjana,1,1,0,4960,98,8252,Cabang
30,Laki-laki,Cerai,4,Magister,1,0,1,2597,93,2549,Marketing
46,Laki-laki,Cerai,4,SMA,0,1,0,6770,89,9654,Aplikasi Digital
34,Laki-laki,Belum Menikah,0,SMA,1,0,0,3059,45,8498,Cabang
57,Laki-laki,Belum Menikah,3,SMA,0,1,0,7735,6,8660,Marketing
38,Laki-laki,Belum Menikah,3,Magister,1,1,0,5214,83,2585,Cabang
27,Laki-laki,Cerai,1,Magister,1,0,0,4870,87,2764,Aplikasi Digital
41,Perempuan,Cerai,0,Magister,0,1,0,4019,47,8664,Aplikasi Digital
55,Laki-laki,Menikah,1,SMA,1,0,0,6917,61,6193,Marketing
25,Perempuan,Belum Menikah,2,Sarjana,1,1,1,4621,33,1218,Aplikasi Digital
48,Laki-laki,Belum Menikah,4,Magister,0,0,0,4217,14,5298,Marketing
31,Perempuan,Cerai,3,SMA,1,1,0,3558,43,3062,Cabang
20,Laki-laki,Belum Menikah,4,SMA,0,0,1,3061,5,3441,Marketing
50,Perempuan,Cerai,3,Magister,1,0,1,2932,7,4754,Aplikasi Digital
40,Perempuan,Menikah,3,SMA,0,0,1,4834,21,2092,Cabang
48,Laki-laki,Menikah,4,Sarjana,1,0,1,5735,93,7982,Aplikasi Digital
42,Perempuan,Cerai,0,Sarjana,0,0,1,4634,84,2388,Cabang
48,Laki-laki,Cerai,3,Magister,1,1,0,6720,2,9348,Marketing
44,Perempuan,Belum Menikah,1,Sarjana,0,1,0,7471,54,3007,Marketing
64,Laki-laki,Menikah,1,SMA,1,0,1,7102,74,2124,Cabang
58,Perempuan,Belum Menikah,1,Sarjana,0,0,1,5824,58,2658,Marketing
31,Perempuan,Menikah,1,Magister,0,0,0,6070,33,3793,Aplikasi Digital
24,Perempuan,Cerai,0,Magister,1,1,0,6212,83,3542,Cabang
55,Perempuan,Belum Menikah,4,Sarjana,0,0,0,4998,61,7964,Aplikasi Digital
21,Perempuan,Cerai,1,Magister,0,1,0,7636,70,1011,Cabang
34,Perempuan,Menikah,2,Magister,0,1,1,6710,70,8961,Aplikasi Digital
31,Perempuan,Cerai,4,Sarjana,1,0,0,6331,24,5753,Marketing
28,Perempuan,Cerai,0,SMA,1,1,1,2089,10,5609,Aplikasi Digital
34,Perempuan,Menikah,1,Sarjana,0,1,0,5513,52,5120,Marketing
39,Laki-laki,Menikah,4,Magister,1,1,1,5804,65,9871,Aplikasi Digital
38,Laki-laki,Belum Menikah,2,Magister,0,0,0,3891,39,7311,Cabang
34,Laki-laki,Menikah,0,Sarjana,0,1,1,7500,31,1430,Aplikasi Digital
62,Laki-laki,Menikah,0,Sarjana,1,0,1,5548,91,5074,Aplikasi Digital
54,Laki-laki,Belum Menikah,3,SMA,1,0,1,6388,62,7798,Cabang
34,Laki-laki,Cerai,3,Magister,0,0,1,3330,8,2994,Marketing
52,Laki-laki,Belum Menikah,3,Sarjana,0,1,0,3658,74,8297,Aplikasi Digital
59,Laki-laki,Menikah,1,Sarjana,1,0,0,3904,82,5383,Aplikasi Digital
25,Laki-laki,Cerai,2,Sarjana,1,1,0,7513,43,7250,Cabang
49,Laki-laki,Cerai,3,SMA,1,0,0,2817,65,5395,Cabang
60,Laki-laki,Cerai,1,Magister,0,0,1,4502,46,6039,Aplikasi Digital
57,Perempuan,Cerai,4,Sarjana,1,1,0,5071,42,7585,Cabang
28,Perempuan,Menikah,0,SMA,1,0,0,3755,4,4935,Marketing
36,Perempuan,Cerai,1,Sarjana,0,0,0,7159,30,1357,Marketing
45,Laki-laki,Cerai,2,Sarjana,0,0,0,4992,7,2045,Aplikasi Digital
57,Perempuan,Cerai,1,Magister,0,0,0,7890,23,7345,Cabang
18,Perempuan,Cerai,3,Sarjana,0,0,0,2238,41,9456,Aplikasi Digital
27,Perempuan,Belum Menikah,0,SMA,0,1,1,3916,11,5958,Marketing
36,Perempuan,Cerai,1,SMA,1,1,1,4379,87,9573,Marketing
23,Perempuan,Cerai,0,Sarjana,1,1,0,3478,97,4728,Marketing
38,Perempuan,Cerai,3,Magister,1,1,0,4270,93,2654,Marketing
29,Laki-laki,Cerai,3,SMA,0,0,1,5552,2,7707,Marketing
18,Perempuan,Menikah,1,Sarjana,1,0,0,4162,16,4604,Aplikasi Digital
27,Laki-laki,Menikah,2,SMA,0,0,1,4101,64,8639,Marketing
59,Laki-laki,Belum Menikah,3,Magister,1,1,0,2959,90,4995,Aplikasi Digital
26,Perempuan,Cerai,1,Sarjana,0,0,1,2251,40,5502,Marketing
23,Perempuan,Menikah,4,SMA,1,0,0,3589,3,7055,Cabang
43,Laki-laki,Menikah,3,Sarjana,1,1,1,4750,54,6919,Marketing
61,Perempuan,Menikah,3,Magister,1,1,1,6913,64,9556,Cabang
55,Perempuan,Cerai,2,Sarjana,0,1,1,7551,69,1711,Aplikasi Digital
46,Laki-laki,Belum Menikah,1,SMA,0,1,1,6445,19,7079,Cabang
35,Laki-laki,Belum Menikah,3,Sarjana,0,0,0,2297,58,1284,Marketing
62,Perempuan,Menikah,1,SMA,0,0,1,5965,85,1621,Cabang
27,Perempuan,Menikah,2,Magister,0,1,0,4169,15,6064,Marketing
33,Laki-laki,Cerai,0,Magister,0,0,0,4122,88,5519,Marketing
24,Laki-laki,Belum Menikah,1,Sarjana,1,0,0,6374,39,1413,Aplikasi Digital
28,Laki-laki,Cerai,2,Sarjana,0,0,1,4422,36,6212,Marketing
29,Perempuan,Cerai,0,Magister,1,0,0,2840,73,3792,Marketing
24,Laki-laki,Menikah,1,SMA,1,1,0,6154,30,3888,Cabang
37,Perempuan,Menikah,0,Magister,1,0,0,3063,73,8193,Marketing
49,Laki-laki,Cerai,0,SMA,1,1,1,3597,21,6977,Cabang
41,Laki-laki,Menikah,3,Sarjana,1,1,1,2649,43,2450,Aplikasi Digital
21,Perempuan,Menikah,1,Magister,0,1,0,6299,64,9992,Aplikasi Digital
61,Perempuan,Menikah,4,SMA,1,0,1,2266,0,6480,Aplikasi Digital
64,Laki-laki,Menikah,0,SMA,1,0,1,4564,77,9567,Marketing
64,Laki-laki,Cerai,3,SMA,0,1,0,6670,34,7281,Cabang
23,Laki-laki,Menikah,4,Magister,1,0,0,5078,99,8662,Marketing
52,Laki-laki,Belum Menikah,2,Magister,0,0,1,6556,6,9166,Cabang
61,Laki-laki,Belum Menikah,4,SMA,0,0,0,7986,89,6363,Marketing
46,Laki-laki,Cerai,2,SMA,0,0,1,5801,76,5988,Aplikasi Digital
34,Laki-laki,Belum Menikah,1,Magister,1,0,1,5410,54,3688,Aplikasi Digital
62,Laki-laki,Cerai,0,Magister,1,1,1,2006,20,2019,Aplikasi Digital
25,Laki-laki,Cerai,0,Sarjana,1,0,0,6676,48,9604,Cabang
54,Laki-laki,Cerai,4,Sarjana,0,0,0,6467,46,7412,Cabang
32,Perempuan,Cerai,4,SMA,1,1,0,7551,20,5381,Aplikasi Digital
23,Laki-laki,Cerai,0,Sarjana,0,0,1,7620,41,4848,Marketing
40,Laki-laki,Cerai,3,SMA,0,1,1,4849,84,3689,Aplikasi Digital
42,Perempuan,Belum Menikah,3,Magister,0,1,1,6874,76,1950,Aplikasi Digital
53,Laki-laki,Belum Menikah,0,Sarjana,1,1,1,4705,51,3297,Cabang
31,Laki-laki,Cerai,3,SMA,0,1,0,4929,4,3813,Marketing
53,Laki-laki,Menikah,1,Magister,0,0,0,7403,16,5225,Aplikasi Digital
24,Laki-laki,Cerai,0,SMA,0,1,0,5866,51,5974,Marketing
26,Laki-laki,Belum Menikah,0,Magister,1,0,0,6629,86,8753,Marketing
21,Perempuan,Menikah,4,Sarjana,0,0,0,6492,94,9948,Marketing
56,Laki-laki,Menikah,4,SMA,1,0,0,6200,49,3558,Aplikasi Digital
64,Perempuan,Menikah,1,Magister,1,1,1,7266,41,3108,Marketing
63,Perempuan,Belum Menikah,1,Sarjana,1,0,0,5651,66,3643,Cabang
19,Perempuan,Cerai,3,Sarjana,0,1,0,6662,92,5504,Marketing
40,Laki-laki,Menikah,3,Magister,0,0,0,3091,85,5020,Cabang
52,Perempuan,Cerai,0,Sarjana,1,1,1,6139,18,8580,Cabang
31,Laki-laki,Cerai,4,Sarjana,1,0,0,3955,52,3902,Cabang
33,Laki-laki,Menikah,1,Sarjana,1,1,1,3026,91,6559,Cabang
39,Laki-laki,Cerai,4,Magister,0,0,0,7335,10,1862,Marketing
33,Perempuan,Belum Menikah,0,Sarjana,1,0,1,4141,12,4780,Cabang
23,Laki-laki,Menikah,0,Magister,1,0,1,2864,69,2766,Marketing
46,Perempuan,Cerai,0,Magister,0,1,0,7308,76,1826,Aplikasi Digital
40,Perempuan,Belum Menikah,0,Magister,0,0,1,5281,24,2256,Aplikasi Digital
21,Laki-laki,Cerai,2,Magister,1,0,1,3537,52,8084,Marketing
56,Laki-laki,Belum Menikah,3,SMA,0,0,1,2287,98,3408,Marketing
34,Perempuan,Cerai,2,SMA,1,0,1,6779,5,3419,Cabang
18,Perempuan,Cerai,1,Magister,0,1,0,4115,13,5972,Aplikasi Digital
28,Laki-laki,Belum Menikah,4,Sarjana,1,1,1,2749,42,6729,Aplikasi Digital
41,Laki-laki,Menikah,0,SMA,0,1,0,7726,52,1023,Marketing
48,Laki-laki,Cerai,4,Magister,1,0,1,2201,85,5500,Cabang
36,Laki-laki,Cerai,4,SMA,0,1,0,7646,10,4907,Cabang
23,Perempuan,Menikah,0,SMA,0,1,1,5485,91,6292,Cabang
26,Perempuan,Menikah,4,Magister,1,1,0,6955,21,4771,Marketing
32,Perempuan,Belum Menikah,2,Sarjana,0,0,1,4074,41,4421,Cabang
46,Laki-laki,Menikah,3,Magister,0,1,0,5187,4,3450,Marketing
32,Laki-laki,Cerai,0,SMA,0,0,1,5740,50,2211,Aplikasi Digital
38,Perempuan,Menikah,0,Magister,1,1,1,5441,94,8485,Marketing
31,Laki-laki,Cerai,4,SMA,0,1,1,4863,14,9303,Marketing
32,Laki-laki,Belum Menikah,4,SMA,0,1,0,3157,71,7916,Aplikasi Digital
23,Laki-laki,Cerai,1,SMA,1,0,0,5102,92,4996,Aplikasi Digital
51,Laki-laki,Belum Menikah,3,SMA,1,0,0,3604,97,7451,Marketing
57,Perempuan,Cerai,0,SMA,1,1,0,5961,61,9834,Aplikasi Digital
39,Laki-laki,Cerai,0,Magister,1,0,1,4701,81,7547,Cabang
53,Laki-laki,Cerai,0,SMA,1,0,1,7839,47,9653,Marketing
40,Perempuan,Menikah,4,Sarjana,0,1,1,3910,44,6057,Marketing
51,Perempuan,Menikah,1,Sarjana,1,0,1,5597,76,6196,Marketing
57,Perempuan,Cerai,2,Magister,1,0,0,2985,35,6654,Aplikasi Digital
59,Perempuan,Belum Menikah,0,Magister,0,0,1,7083,34,6587,Cabang
18,Perempuan,Belum Menikah,2,Sarjana,1,0,0,5108,99,4804,Cabang
53,Perempuan,Menikah,3,Sarjana,1,1,0,6782,4,5695,Cabang
19,Laki-laki,Belum Menikah,2,Magister,1,1,1,2780,55,9899,Aplikasi Digital
35,Perempuan,Belum Menikah,1,SMA,0,1,0,6462,38,8862,Aplikasi Digital
24,Perempuan,Menikah,2,Sarjana,0,1,0,3751,33,7728,Marketing
24,Perempuan,Menikah,1,Sarjana,0,0,1,6623,84,7692,Cabang
52,Perempuan,Cerai,0,SMA,0,1,1,3715,85,2547,Marketing
36,Laki-laki,Belum Menikah,0,Sarjana,1,0,0,4482,16,4262,Aplikasi Digital
54,Laki-laki,Menikah,0,SMA,0,0,0,6725,64,4284,Aplikasi Digital
34,Laki-laki,Menikah,3,Magister,1,1,0,2185,39,3196,Marketing
47,Perempuan,Menikah,0,Sarjana,0,1,0,4529,33,6254,Aplikasi Digital
26,Laki-laki,Belum Menikah,4,SMA,1,0,0,2833,83,8435,Aplikasi Digital
58,Perempuan,Cerai,3,SMA,1,1,1,5876,56,2100,Aplikasi Digital
61,Perempuan,Menikah,3,Magister,1,1,0,5896,51,4510,Cabang
50,Perempuan,Menikah,2,Sarjana,1,1,1,3792,16,8942,Marketing
52,Perempuan,Menikah,2,SMA,1,0,1,4359,80,9054,Marketing
35,Laki-laki,Cerai,0,Magister,1,0,1,7055,82,6632,Aplikasi Digital
23,Perempuan,Cerai,3,SMA,1,1,0,3965,81,2107,Aplikasi Digital
27,Perempuan,Cerai,2,SMA,1,1,1,7417,17,6594,Cabang
28,Laki-laki,Belum Menikah,2,Magister,0,0,0,6713,99,1566,Aplikasi Digital
62,Perempuan,Belum Menikah,4,SMA,1,0,0,2122,13,8471,Cabang
59,Laki-laki,Cerai,2,Sarjana,1,0,1,2385,9,6126,Cabang
59,Perempuan,Menikah,0,Sarjana,0,0,1,3717,63,8612,Marketing
34,Laki-laki,Cerai,0,Magister,1,1,0,4213,50,1553,Marketing
42,Laki-laki,Belum Menikah,1,SMA,1,1,1,4759,54,1389,Aplikasi Digital
42,Perempuan,Cerai,0,SMA,0,1,1,7249,20,8068,Marketing
40,Laki-laki,Menikah,1,SMA,0,1,1,6352,50,5288,Marketing
22,Laki-laki,Menikah,3,SMA,1,1,1,7807,72,4053,Cabang
24,Perempuan,Cerai,4,Sarjana,1,0,0,7065,84,9817,Cabang
38,Laki-laki,Belum Menikah,0,Sarjana,0,1,0,7227,52,3327,Aplikasi Digital
18,Perempuan,Menikah,2,Magister,1,1,0,2484,17,7697,Cabang
64,Laki-laki,Menikah,4,Magister,0,0,1,7566,36,8796,Marketing
29,Perempuan,Menikah,0,Magister,1,0,0,7431,60,4587,Marketing
57,Laki-laki,Menikah,0,Sarjana,0,1,0,2524,5,3896,Marketing
31,Laki-laki,Belum Menikah,1,Sarjana,1,0,0,4168,64,3777,Cabang
49,Laki-laki,Cerai,0,Magister,0,1,0,7596,62,6811,Aplikasi Digital
35,Laki-laki,Belum Menikah,3,SMA,0,1,1,3230,99,7296,Marketing
25,Laki-laki,Menikah,2,SMA,1,1,1,4960,99,2289,Marketing
28,Perempuan,Cerai,1,Magister,1,1,1,3033,84,5557,Marketing
20,Laki-laki,Belum Menikah,0,Magister,0,1,0,4777,55,1943,Cabang
52,Perempuan,Belum Menikah,0,SMA,1,0,0,4640,60,1216,Marketing
37,Perempuan,Belum Menikah,2,Sarjana,0,1,0,3275,26,8453,Marketing
32,Laki-laki,Menikah,2,SMA,0,0,0,6276,7,4001,Cabang
36,Perempuan,Menikah,1,Sarjana,0,1,0,5889,42,9786,Aplikasi Digital
47,Laki-laki,Belum Menikah,4,Sarjana,1,0,0,6444,92,8077,Marketing
50,Laki-laki,Menikah,0,SMA,0,0,0,5754,95,4145,Marketing
28,Perempuan,Cerai,4,Magister,0,1,0,4460,91,2478,Marketing
42,Laki-laki,Belum Menikah,1,Sarjana,1,0,1,4746,59,7405,Aplikasi Digital
55,Perempuan,Menikah,0,Sarjana,1,0,0,3379,23,8598,Marketing
42,Perempuan,Menikah,0,SMA,1,1,1,6221,88,5068,Aplikasi Digital
54,Laki-laki,Cerai,0,Sarjana,0,1,1,6198,56,4530,Aplikasi Digital
40,Laki-laki,Belum Menikah,3,SMA,0,0,1,2512,30,9881,Cabang
40,Laki-laki,Belum Menikah,1,Magister,0,1,0,7983,47,5213,Aplikasi Digital
35,Perempuan,Cerai,2,SMA,0,1,0,3436,72,6105,Marketing
35,Perempuan,Belum Menikah,0,SMA,0,0,0,4558,59,8284,Cabang
28,Perempuan,Menikah,1,Magister,0,0,1,3062,45,1632,Cabang
44,Perempuan,Menikah,2,Sarjana,0,0,1,4775,40,8782,Aplikasi Digital
46,Laki-laki,Menikah,1,Magister,1,1,1,6866,60,1228,Cabang
33,Laki-laki,Belum Menikah,1,Magister,1,1,0,5242,2,1885,Marketing
28,Perempuan,Belum Menikah,2,SMA,1,1,0,5128,77,7063,Marketing
34,Perempuan,Belum Menikah,1,Magister,1,1,0,7442,14,3451,Aplikasi Digital
18,Perempuan,Menikah,2,Sarjana,0,0,1,5232,0,8763,Aplikasi Digital
40,Perempuan,Menikah,3,Magister,0,0,0,3575,63,1966,Marketing
64,Laki-laki,Belum Menikah,2,Sarjana,1,0,1,7775,33,9454,Cabang
49,Laki-laki,Menikah,3,Magister,0,0,0,3048,10,2834,Marketing
48,Laki-laki,Cerai,4,SMA,1,1,0,4111,47,3858,Aplikasi Digital
64,Laki-laki,Menikah,3,Magister,0,0,0,3232,98,9828,Marketing
25,Laki-laki,Menikah,0,SMA,0,1,1,4065,41,8880,Aplikasi Digital
34,Perempuan,Cerai,0,Sarjana,0,1,0,3889,62,5924,Cabang
41,Perempuan,Belum Menikah,3,Sarjana,0,1,1,3173,46,9069,Marketing
28,Laki-laki,Menikah,0,Sarjana,0,0,0,4220,62,8908,Aplikasi Digital
18,Laki-laki,Menikah,3,Magister,1,0,1,2716,49,3040,Cabang
57,Perempuan,Belum Menikah,1,SMA,0,1,0,3840,75,5054,Marketing
21,Perempuan,Menikah,3,Magister,1,1,0,6881,61,6439,Marketing
56,Perempuan,Belum Menikah,1,SMA,0,0,0,5482,85,5835,Marketing
24,Perempuan,Belum Menikah,2,SMA,1,1,1,7986,45,1811,Cabang
26,Laki-laki,Cerai,0,Magister,0,0,1,7343,39,1912,Aplikasi Digital
19,Perempuan,Cerai,4,Sarjana,0,0,1,5187,37,8867,Aplikasi Digital
40,Perempuan,Belum Menikah,2,Sarjana,0,1,1,3819,21,8031,Aplikasi Digital
18,Laki-laki,Menikah,4,Magister,1,0,1,3826,38,1656,Cabang
25,Perempuan,Belum Menikah,3,Magister,1,0,1,4023,36,5411,Aplikasi Digital
57,Laki-laki,Menikah,4,Sarjana,0,0,1,4451,70,2772,Aplikasi Digital
31,Laki-laki,Menikah,3,Magister,0,1,1,3158,83,7462,Marketing
46,Perempuan,Cerai,1,Sarjana,1,0,1,2177,99,1613,Marketing
59,Perempuan,Belum Menikah,3,Magister,0,1,1,4776,46,6359,Cabang
35,Perempuan,Cerai,0,Sarjana,0,0,0,3776,97,2411,Cabang
48,Laki-laki,Menikah,4,Magister,1,1,1,6737,79,6131,Marketing
21,Laki-laki,Belum Menikah,4,Magister,0,0,1,5437,5,3205,Aplikasi Digital
20,Laki-laki,Menikah,2,Magister,0,0,0,5137,35,9591,Cabang
37,Perempuan,Cerai,1,Magister,1,1,0,7454,99,3888,Aplikasi Digital
22,Laki-laki,Belum Menikah,4,Sarjana,0,0,0,7361,36,2988,Marketing
53,Perempuan,Cerai,1,Magister,0,0,1,4956,92,7877,Cabang
62,Laki-laki,Belum Menikah,2,Sarjana,0,1,1,3411,79,7353,Aplikasi Digital
27,Perempuan,Menikah,1,Sarjana,0,0,1,3113,25,3109,Aplikasi Digital
41,Laki-laki,Menikah,2,SMA,1,0,1,3863,0,9384,Marketing
49,Laki-laki,Menikah,1,SMA,1,1,0,5946,18,1784,Aplikasi Digital
20,Laki-laki,Menikah,2,Magister,0,1,1,6312,95,8302,Aplikasi Digital
29,Perempuan,Cerai,3,SMA,1,0,1,4285,12,9975,Marketing
20,Laki-laki,Menikah,3,Sarjana,0,1,0,5967,78,6613,Marketing
40,Laki-laki,Belum Menikah,0,Magister,0,1,1,7025,34,7916,Aplikasi Digital
19,Laki-laki,Belum Menikah,2,SMA,0,1,1,3536,94,6250,Aplikasi Digital
23,Perempuan,Cerai,2,Magister,1,1,0,7109,40,9475,Marketing
44,Perempuan,Menikah,4,Magister,0,1,1,3210,39,5133,Marketing
58,Laki-laki,Belum Menikah,0,SMA,0,0,0,5822,10,4044,Marketing
24,Laki-laki,Cerai,0,Sarjana,0,0,0,4794,89,5833,Marketing
31,Laki-laki,Menikah,0,SMA,0,0,0,5170,52,5073,Marketing
63,Laki-laki,Belum Menikah,0,Magister,0,1,1,7887,3,6805,Cabang
23,Laki-laki,Belum Menikah,2,Sarjana,1,0,0,2128,51,5776,Cabang
56,Perempuan,Cerai,4,SMA,0,1,0,2075,75,6782,Marketing
27,Perempuan,Cerai,0,Sarjana,1,1,0,2924,48,6353,Aplikasi Digital
23,Perempuan,Menikah,2,SMA,0,0,1,6955,24,4800,Cabang
40,Laki-laki,Menikah,3,Sarjana,1,0,1,7793,88,7908,Aplikasi Digital
44,Perempuan,Menikah,1,SMA,0,0,0,2013,32,4410,Marketing
64,Laki-laki,Menikah,3,Sarjana,0,1,0,5875,60,2707,Aplikasi Digital
25,Laki-laki,Cerai,0,SMA,1,0,1,3153,86,9488,Aplikasi Digital
48,Perempuan,Belum Menikah,4,SMA,0,0,1,5727,91,1546,Aplikasi Digital
56,Laki-laki,Menikah,1,Magister,0,0,1,7408,59,3906,Aplikasi Digital
24,Laki-laki,Menikah,4,Sarjana,1,0,0,3304,89,3117,Cabang
57,Laki-laki,Menikah,4,Sarjana,0,0,0,5137,91,1713,Cabang
38,Perempuan,Belum Menikah,3,Magister,1,1,0,5661,1,1155,Marketing
44,Perempuan,Menikah,3,SMA,0,0,1,4082,8,2627,Aplikasi Digital
19,Perempuan,Menikah,2,Magister,0,0,0,3557,73,8813,Marketing
54,Laki-laki,Belum Menikah,3,Sarjana,0,1,1,2843,74,2602,Marketing
22,Laki-laki,Belum Menikah,4,Sarjana,1,1,0,6588,31,6340,Aplikasi Digital
47,Laki-laki,Belum Menikah,3,Sarjana,0,1,1,2467,20,8299,Marketing
41,Laki-laki,Belum Menikah,3,SMA,0,0,0,7865,35,9047,Aplikasi Digital
51,Perempuan,Menikah,4,Magister,1,0,0,6572,30,5559,Marketing
49,Laki-laki,Cerai,0,SMA,1,0,0,3558,59,5902,Cabang
36,Perempuan,Menikah,3,Magister,0,1,1,5334,86,9386,Cabang
37,Perempuan,Cerai,1,Magister,0,1,1,5723,18,6960,Aplikasi Digital
21,Laki-laki,Belum Menikah,2,SMA,0,0,1,5708,14,7300,Aplikasi Digital
21,Perempuan,Cerai,1,Magister,0,0,0,2764,7,3257,Aplikasi Digital
30,Perempuan,Belum Menikah,3,Magister,1,1,1,5520,75,3455,Marketing
59,Laki-laki,Cerai,0,Magister,1,0,1,4774,63,2774,Marketing
29,Laki-laki,Cerai,2,SMA,0,1,1,2180,61,1300,Aplikasi Digital
50,Perempuan,Cerai,2,SMA,0,1,0,7279,27,6792,Marketing
39,Laki-laki,Menikah,4,SMA,0,1,1,7893,90,9281,Marketing
50,Perempuan,Menikah,0,SMA,0,0,1,6839,32,2509,Marketing
26,Perempuan,Belum Menikah,1,Magister,1,0,1,6301,29,7788,Cabang
49,Laki-laki,Menikah,2,SMA,1,0,0,4768,88,1012,Marketing
46,Laki-laki,Cerai,1,Sarjana,1,1,1,3011,23,7716,Cabang
18,Laki-laki,Belum Menikah,1,Sarjana,1,1,0,5909,50,2200,Marketing
22,Perempuan,Menikah,1,SMA,1,0,1,5514,94,2241,Aplikasi Digital
45,Perempuan,Menikah,3,Sarjana,0,1,0,5048,63,7314,Cabang
64,Perempuan,Cerai,2,Magister,1,1,1,2807,70,1756,Aplikasi Digital
29,Perempuan,Menikah,4,Sarjana,1,0,0,4686,0,7536,Cabang
43,Perempuan,Cerai,4,SMA,0,0,1,5508,99,6933,Cabang
37,Perempuan,Belum Menikah,4,Sarjana,0,1,0,3495,35,6260,Marketing
26,Laki-laki,Belum Menikah,0,SMA,0,0,0,5453,55,3179,Aplikasi Digital
58,Perempuan,Menikah,4,Sarjana,0,1,1,2874,23,7903,Marketing
21,Laki-laki,Cerai,3,SMA,0,0,1,6371,1,1385,Aplikasi Digital
38,Perempuan,Cerai,4,Magister,1,1,0,5390,96,3589,Marketing
27,Laki-laki,Menikah,1,SMA,0,1,0,3330,27,5399,Cabang
40,Perempuan,Belum Menikah,3,Sarjana,1,0,1,6204,92,5190,Marketing
53,Perempuan,Menikah,4,Magister,0,0,1,2715,18,5745,Marketing
23,Perempuan,Menikah,2,SMA,0,0,0,2276,16,4807,Aplikasi Digital
39,Laki-laki,Menikah,0,Sarjana,0,1,0,4110,62,8064,Cabang
50,Perempuan,Belum Menikah,3,Sarjana,1,0,1,5455,52,5780,Aplikasi Digital
37,Laki-laki,Cerai,4,Magister,0,0,0,3387,29,5781,Cabang
44,Laki-laki,Menikah,0,SMA,0,0,1,4875,19,5902,Cabang
38,Perempuan,Menikah,3,SMA,0,1,1,5684,72,4118,Cabang
64,Laki-laki,Cerai,4,Sarjana,1,0,1,6174,83,8243,Cabang
38,Perempuan,Menikah,4,Sarjana,1,0,1,6016,21,1467,Marketing
33,Perempuan,Menikah,3,SMA,1,1,1,7777,61,7130,Aplikasi Digital
42,Perempuan,Menikah,1,Sarjana,1,0,1,3593,10,3840,Aplikasi Digital
39,Perempuan,Menikah,2,Sarjana,0,1,0,6291,2,8022,Marketing
38,Laki-laki,Cerai,1,SMA,0,0,0,2467,16,5100,Marketing
56,Laki-laki,Cerai,1,Magister,1,0,1,2308,93,1589,Cabang
31,Perempuan,Cerai,1,Magister,1,0,1,6610,64,9803,Marketing
32,Laki-laki,Cerai,2,Magister,1,0,1,2777,18,6321,Marketing
37,Laki-laki,Belum Menikah,0,Sarjana,0,0,0,7094,51,3072,Cabang
25,Perempuan,Belum Menikah,1,SMA,0,0,1,3924,70,8865,Aplikasi Digital
43,Perempuan,Belum Menikah,1,SMA,0,1,0,3128,44,1750,Cabang
24,Perempuan,Belum Menikah,2,Magister,1,1,1,2517,2,6966,Marketing
58,Laki-laki,Belum Menikah,3,SMA,1,0,0,3743,62,4370,Marketing
35,Laki-laki,Menikah,3,SMA,1,1,0,3307,39,3124,Aplikasi Digital
33,Perempuan,Cerai,1,Sarjana,1,1,1,2458,82,2262,Cabang
45,Laki-laki,Menikah,4,SMA,1,1,0,7970,20,2027,Aplikasi Digital
35,Laki-laki,Menikah,0,Sarjana,1,0,0,3556,87,4417,Marketing
23,Laki-laki,Menikah,3,Sarjana,1,1,0,5418,19,9387,Aplikasi Digital
26,Perempuan,Belum Menikah,1,Magister,1,0,0,2153,8,6669,Aplikasi Digital
34,Perempuan,Cerai,2,SMA,1,1,1,3114,76,5429,Cabang
36,Laki-laki,Cerai,2,SMA,1,1,0,3648,97,2447,Marketing
57,Laki-laki,Menikah,0,Sarjana,1,1,1,6218,15,1379,Aplikasi Digital
21,Perempuan,Cerai,4,Sarjana,0,0,1,2792,28,9582,Cabang
26,Laki-laki,Belum Menikah,0,Sarjana,0,1,0,5265,20,7228,Aplikasi Digital
32,Perempuan,Cerai,3,Sarjana,1,1,0,4587,12,9561,Marketing
20,Laki-laki,Menikah,4,Magister,1,0,0,4716,74,1527,Marketing
42,Laki-laki,Cerai,3,SMA,0,1,1,2692,51,4703,Cabang
63,Perempuan,Cerai,2,Sarjana,1,1,0,3426,82,7881,Cabang
25,Laki-laki,Cerai,2,Sarjana,1,0,0,7142,35,9781,Aplikasi Digital
29,Laki-laki,Belum Menikah,4,Magister,1,1,1,7282,86,2545,Marketing
54,Laki-laki,Menikah,2,Magister,1,1,1,2252,85,4690,Aplikasi Digital
39,Laki-laki,Menikah,3,SMA,1,0,1,2209,30,5454,Marketing
56,Laki-laki,Cerai,2,SMA,0,0,1,7682,21,6254,Cabang
58,Laki-laki,Cerai,3,Magister,0,0,1,2190,7,1594,Aplikasi Digital
22,Laki-laki,Menikah,2,SMA,1,0,1,7068,82,9578,Aplikasi Digital
58,Perempuan,Belum Menikah,4,Magister,0,1,0,3315,31,7446,Cabang
63,Laki-laki,Cerai,2,Magister,0,1,1,6562,85,2157,Aplikasi Digital
56,Perempuan,Belum Menikah,3,Magister,0,0,1,4624,60,9080,Aplikasi Digital
57,Laki-laki,Belum Menikah,4,Sarjana,1,1,0,7937,43,9896,Marketing
